term,term_lemma,difficulty_score
overload,overload,3.0
overshoot,overshoot,3.0
overtone,overtone,3.0
overvoltage,overvoltage,3.0
oxidation,oxidation,3.0
oxidation number,oxidation number,1.0
oxidation-reduction potential,oxidation - reduction potential,3.25
p orbital,p orbital,3.0
p-i-n diode,p - i - n diode,1.0
p-n junction,p - n junction,3.0
p-type semiconductor,p - type semiconductor,2.0
p-wave,p - wave,2.5
pH,ph,4.0
packing,packing,3.0
pair annihilation,pair annihilation,1.0
pair correlation function,pair correlation function,3.1666666666666665
pair creation,pair creation,2.5
pair potential,pair potential,2.25
pairing effect,pair effect,1.5
pairing force,pair force,2.0
pairing interaction,pair interaction,2.0
pairing rotation,pair rotation,1.0
para-hydrogen,para - hydrogen,3.0
parabolic mirror,parabolic mirror,2.0
paracrystal,paracrystal,3.0
paradox,paradox,4.0
parallax,parallax,3.0
parallel resonance,parallel resonance,3.0
paramagnetic resonance,paramagnetic resonance,3.0
paramagnetic scattering,paramagnetic scattering,3.0
paramagnetism,paramagnetism,3.0
paramagnon,paramagnon,3.0
parametric amplifier,parametric amplifier,4.0
parametric array,parametric array,3.0
parametric excitation,parametric excitation,3.0
parasitic oscillation,parasitic oscillation,6.0
paraxial ray,paraxial ray,2.0
parity,parity,3.0
parity violation,parity violation,3.0
partial differential equation,partial differential equation,3.5
partial differentiation,partial differentiation,3.0
partial discharge,partial discharge,3.5
partial dislocation,partial dislocation,3.0
partial irradiation,partial irradiation,3.0
partial pressure,partial pressure,2.5
partial wave,partial wave,2.75
partial width,partial width,3.5
particle,particle,4.0
particle beam,particle beam,4.0
particle detector,particle detector,4.0
particle dynamics,particle dynamic,4.0
particle velocity,particle velocity,4.0
particle-rotor coupling,particle - rotor coupling,4.0
particular solution,particular solution,3.0
partition function,partition function,2.5
partition noise,partition noise,1.0
parton model,parton model,2.6666666666666665
passive element,passive element,3.0
passive filter,passive filter,3.0
path integral,path integral,3.5
pattern recognition,pattern recognition,3.5
peak time,peak time,3.25
pendulum,pendulum,5.0
penetration depth,penetration depth,3.0
perceptron,perceptron,3.0
percolation,percolation,3.0
perfect conductor,perfect conductor,3.75
perfect crystal,perfect crystal,3.5
perfect diamagnetism,perfect diamagnetism,3.5
perfect dislocation,perfect dislocation,3.5
perfect fluid,perfect fluid,3.75
perfect gas,perfect gas,2.75
perihelion,perihelion,3.0
period,period,1.0
periodic boundary condition,periodic boundary condition,3.5
periodic field,periodic field,1.0
periodic motion,periodic motion,4.0
periodic potential,periodic potential,3.5
periodic table,periodic table,1.0
peritectic,peritectic,3.0
permalloy,permalloy,3.0
permanent magnet,permanent magnet,3.0
permeability,permeability,3.0
permeance,permeance,3.0
permittivity,permittivity,3.0
permutation group,permutation group,2.0
perovskite structure,perovskite structure,2.0
perpendicular susceptibility,perpendicular susceptibility,3.0
persistent current,persistent current,3.5
perturbation,perturbation,3.0
perturbation theory,perturbation theory,3.0
phantom,phantom,4.5
phase,phase,5.0
phase angle,phase angle,4.5
phase average,phase average,3.5
phase boundary,phase boundary,5.0
phase change,phase change,3.0
phase conjugate wave,phase conjugate wave,3.75
phase conjugation,phase conjugation,5.0
phase contrast method,phase contrast method,3.0
phase detection,phase detection,5.0
phase diagram,phase diagram,4.0
phase difference,phase difference,3.0
phase distortion,phase distortion,4.5
phase equilibrium,phase equilibrium,5.5
phase grating,phase grating,5.0
phase hologram,phase hologram,5.0
phase margin,phase margin,4.5
phase matching,phase match,3.5
phase mode,phase mode,5.0
phase modulation,phase modulation,5.0
phase oscillation,phase oscillation,5.0
phase plate,phase plate,3.5
phase problem,phase problem,3.0
phase separation,phase separation,4.0
phase shift,phase shift,4.25
phase shifter,phase shifter,5.0
phase space,phase space,3.5
phase stability,phase stability,4.5
phase transformation,phase transformation,4.0
phase transition,phase transition,4.5
phase velocity,phase velocity,5.0
phase volume,phase volume,4.0
phase-contrast microscope,phase - contrast microscope,3.6666666666666665
phason,phason,3.0
phenomenological theory,phenomenological theory,3.0
phenomenology,phenomenology,3.0
phonon,phonon,3.0
phonon drag,phonon drag,3.0
phonon excitation,phonon excitation,3.0
phonon scattering,phonon scattering,3.0
phosphor,phosphor,3.0
phosphorescence,phosphorescence,3.0
photo-polymerization,photo - polymerization,1.0
photocathode,photocathode,3.0
photocell,photocell,3.0
photoconduction,photoconduction,3.0
photocurrent,photocurrent,3.0
photodetachment,photodetachment,3.0
photodetector,photodetector,3.0
photodiode,photodiode,3.0
photodisintegration,photodisintegration,3.0
photodissociation,photodissociation,3.0
photoelastic effect,photoelastic effect,2.0
photoelasticity,photoelasticity,3.0
photoelectric absorption,photoelectric absorption,3.0
photoelectric current,photoelectric current,3.0
photoelectric effect,photoelectric effect,2.0
photoelectric tube,photoelectric tube,1.0
photoelectromotive force,photoelectromotive force,3.0
photoelectron,photoelectron,3.0
photoelectron spectroscopy,photoelectron spectroscopy,3.0
photoemission,photoemission,3.0
photographic sensitivity,photographic sensitivity,3.0
photoionization,photoionization,3.0
photoirradiation,photoirradiation,3.0
photoisomerization,photoisomerization,3.0
photoluminescence,photoluminescence,3.0
photolysis,photolysis,3.0
photomagnetism,photomagnetism,3.0
photometer,photometer,3.0
photometry,photometry,3.0
photomultiplier tube,photomultiplier tube,1.0
photon,photon,3.0
photon counting method,photon counting method,2.0
photon echo,photon echo,6.0
photon statistics,photon statistic,3.0
photopic vision,photopic vision,3.0
photoproduction,photoproduction,3.0
photoreaction,photoreaction,3.0
photoresist,photoresist,3.0
photosynthesis,photosynthesis,3.0
phototransistor,phototransistor,3.0
photovoltaic effects,photovoltaic effect,2.0
physical chemistry,physical chemistry,2.5
physical optics,physical optic,2.0
physics,physics,3.0
physisorption,physisorption,3.0
picosecond light pulse,picosecond light pulse,2.8333333333333335
piezoelectric crystal,piezoelectric crystal,3.0
piezoelectric effect,piezoelectric effect,2.0
piezoelectric element,piezoelectric element,3.0
piezoelectric semiconductor,piezoelectric semiconductor,3.0
piezoelectric transducer,piezoelectric transducer,3.0
piezoelectric vibration,piezoelectric vibration,4.0
piezoelectric vibrator,piezoelectric vibrator,3.0
piezoelectricity,piezoelectricity,3.0
piezoresistance,piezoresistance,3.0
piezoresistor,piezoresistor,3.0
pinch,pinch,3.0
pion,pion,3.0
pion condensation,pion condensation,6.0
pionic atom,pionic atom,2.0
piston source,piston source,2.0
pitching moment,pitch moment,2.5
plane mirror,plane mirror,2.75
plane of incidence,plane of incidence,2.25
plane of polarization,plane of polarization,2.25
plane wave,plane wave,3.0
plane wave approximation,plane wave approximation,3.0
plant,plant,2.5
plasma,plasma,3.0
plasma accelerator,plasma accelerator,3.0
plasma confinement,plasma confinement,5.0
plasma diagnostics,plasma diagnostic,3.0
plasma frequency,plasma frequency,3.0
plasma gun,plasma gun,2.0
plasma heating,plasma heating,2.0
plasma instability,plasma instability,3.0
plasma oscillation,plasma oscillation,3.0
plasma physics,plasma physics,3.0
plasma potential,plasma potential,3.5
plasma source,plasma source,2.0
plasmoid,plasmoid,3.0
plasmon,plasmon,3.0
plasmon excitation,plasmon excitation,3.0
plasmon scattering,plasmon scattering,3.0
plastic deformation,plastic deformation,2.5
plastic flow,plastic flow,2.75
plasticity,plasticity,3.0
plate,plate,2.0
plating,plating,3.0
point charge,point charge,2.25
point defect,point defect,1.5
point group,point group,1.75
point image,point image,1.75
point source,point source,1.75
pointer,pointer,3.0
polar coordinate,polar coordinate,3.0
polar crystal,polar crystal,3.0
polar liquid,polar liquid,3.0
polar molecule,polar molecule,3.0
polarimeter,polarimeter,3.0
polariton,polariton,3.0
polarizability,polarizability,3.0
polarizance,polarizance,3.0
polarization,polarization,3.0
polarization analysis,polarization analysis,3.0
polarization angle,polarization angle,4.0
polarization charge,polarization charge,3.0
polarization current,polarization current,3.0
polarization effect,polarization effect,2.0
polarization factor,polarization factor,4.0
polarization force,polarization force,3.0
polarization interferometer,polarization interferometer,3.0
polarization spectroscopy,polarization spectroscopy,3.0
polarization tensor,polarization tensor,3.0
polarized Raman scattering,polarize raman scattering,3.0
polarized beam,polarize beam,4.0
polarized ion source,polarize ion source,2.0
polarized light,polarize light,1.6666666666666667
polarized nucleus,polarize nucleus,3.0
polarized target,polarize target,2.0
polarized wave,polarize wave,2.5
polarizer,polarizer,3.0
polarizing microscope,polarize microscope,4.0
polaron,polaron,3.0
pole,pole,3.0
poloidal magnetic field,poloidal magnetic field,3.0
polychromator,polychromator,3.0
polycrystal,polycrystal,3.0
polycrystalline material,polycrystalline material,2.0
polyelectrolyte,polyelectrolyte,3.0
polygonization,polygonization,3.0
polymer,polymer,3.0
polymer liquid crystal,polymer liquid crystal,3.0
polymer solution,polymer solution,2.0
polymerization,polymerization,3.0
polymorph,polymorph,3.0
polytype,polytype,3.0
poor solvent,poor solvent,2.5
population,population,2.0
population inversion,population inversion,2.0
porosity,porosity,3.0
position resolution,position resolution,3.0
position vector,position vector,2.0
position-sensitive detector,position - sensitive detector,3.0
positive column,positive column,2.5
positive corona,positive corona,3.5
positive electrode,positive electrode,4.5
positive feedback,positive feedback,3.5
positive hole,positive hole,2.0
positive ion,positive ion,3.0
positron,positron,3.0
positron annihilation,positron annihilation,3.0
positron emission,positron emission,3.0
positronium,positronium,3.0
potential,potential,3.5
potential barrier,potential barrier,3.75
potential curve,potential curve,3.25
potential difference,potential difference,2.25
potential energy,potential energy,3.75
potential flow,potential flow,3.25
potential scattering,potential scattering,3.5
potential surface,potential surface,3.25
powder diffraction,powder diffraction,3.5
power,power,2.0
power factor,power factor,3.0
power level,power level,2.5
power series,power series,2.5
power spectrum,power spectrum,2.0
power supply,power supply,2.75
pre-amplifier,pre - amplifier,4.0
precession,precession,3.0
precipitation,precipitation,3.0
precision,precision,5.0
precursor state,precursor state,3.333333333333333
predissociation,predissociation,3.0
preferred orientation,preferred orientation,3.0
preinjector,preinjector,3.0
preionization,preionization,3.0
pressure,pressure,2.0
pressure distribution,pressure distribution,2.5
pressure drag,pressure drag,2.5
pressure gauge,pressure gauge,2.0
pressure gradient,pressure gradient,2.0
pressure level,pressure level,2.5
pressure loss,pressure loss,2.5
primary beam,primary beam,4.0
primary coil,primary coil,4.0
primary color,primary color,4.0
primary current,primary current,3.5
primary recrystallization,primary recrystallization,4.0
principal axis,principal axis,3.5
principal axis of inertia,principal axis of inertia,2.6666666666666665
principal quantum number,principal quantum number,2.0
principal ray,principal ray,2.5
principal series,principal series,3.0
principal strain,principal strain,3.25
principal stress,principal stress,3.25
principal value,principal value,3.0
principle,principle,3.0
principle of equivalence,principle of equivalence,2.0
principle of virtual work,principle of virtual work,2.0
prism,prism,3.0
probabilistic interpretation,probabilistic interpretation,4.0
probability,probability,3.0
probability amplitude,probability amplitude,3.0
probability density,probability density,3.0
probability distribution,probability distribution,3.0
probe,probe,4.0
profile,profile,4.0
progression,progression,3.0
progressive wave,progressive wave,2.25
projectile,projectile,3.0
projection,projection,4.0
projection operator,projection operator,4.0
propagation,propagation,3.0
propagation constant,propagation constant,4.0
propagation vector,propagation vector,3.0
propagator,propagator,3.0
proper time,proper time,2.25
proportional counter,proportional counter,4.75
proton,proton,3.0
proton decay,proton decay,4.0
protostar,protostar,3.0
prototype,prototype,3.0
proximity effect,proximity effect,3.0
pseudomorphism,pseudomorphism,3.0
pseudopotential,pseudopotential,3.0
pseudorapidity,pseudorapidity,3.0
pseudoscalar,pseudoscalar,3.0
pseudoscalar meson,pseudoscalar meson,3.0
pseudotensor,pseudotensor,3.0
pulley,pulley,3.0
pulsar,pulsar,3.0
pulsating current,pulsate current,3.0
pulse,pulse,4.0
pulse discharge,pulse discharge,4.0
pulse generator,pulse generator,4.0
pulse height,pulse height,3.5
pulse height analyzer,pulse height analyzer,3.5
pulse modulation,pulse modulation,4.0
pulse motor,pulse motor,3.5
pulse transformer,pulse transformer,4.0
pulse width,pulse width,4.0
pulsed beam,pulse beam,4.0
pulsed laser,pulse laser,4.0
pulsed neutron source,pulse neutron source,3.0
pumping,pump,3.0
pumping source,pump source,2.5
pumping speed,pump speed,2.75
pupil,pupil,4.0
pure state,pure state,3.1666666666666665
pycnonuclear reaction,pycnonuclear reaction,4.0
pyroelectricity,pyroelectricity,3.0
pyrometer,pyrometer,3.0
quadratic form,quadratic form,2.0
quadratic surface,quadratic surface,3.0
quadrupole,quadrupole,3.0
quadrupole deformation,quadrupole deformation,3.0
quadrupole interaction,quadrupole interaction,3.0
quadrupole magnet,quadrupole magnet,3.0
quadrupole mass spectrometer,quadrupole mass spectrometer,3.5
